Frame #,RMSD,rGyr,intraHB,MolSA,SASA,PSA,Contact_Frequency
268,2.358,4.648,0,362.505,326.853,156.882,6
268,2.062,4.735,0,357.0,343.939,166.446,6
269,2.028,4.817,0,361.703,348.642,162.791,2
269,1.979,4.924,0,360.344,340.197,160.347,2
270,1.899,4.731,0,355.659,301.469,162.252,3
270,2.596,4.518,0,356.198,337.834,162.011,3
271,2.356,4.853,0,362.387,323.525,168.734,2
271,2.678,4.394,0,354.667,348.97,158.57,2
272,2.426,4.614,0,356.03,379.582,158.827,1
272,2.87,4.134,0,352.359,314.195,151.761,1
273,1.986,4.829,0,358.151,382.806,161.188,1
273,2.168,4.604,0,355.286,323.651,161.301,1
274,2.158,4.778,0,357.798,387.935,152.98,1
274,2.133,4.779,0,361.444,375.96,163.239,1
275,2.202,4.905,0,360.93,341.673,158.964,2
275,2.744,4.481,0,358.405,339.008,163.92,2
276,2.554,4.54,0,358.414,350.465,152.145,2
276,1.671,4.688,0,353.55,340.384,155.564,2
277,1.982,4.734,0,359.078,328.406,163.82,5
277,2.1,4.884,0,357.866,345.566,161.829,5
278,2.097,4.775,0,360.163,380.502,161.758,1
278,2.026,4.761,0,359.319,321.057,161.829,1
279,2.103,4.844,0,359.678,341.478,166.011,4
279,1.946,4.783,0,354.685,347.76,168.281,4
280,2.036,4.75,0,350.633,352.575,156.885,1
280,2.606,4.443,0,354.264,343.658,154.182,1
281,2.744,4.34,0,355.644,339.184,154.278,5
281,2.816,4.281,0,354.707,352.888,161.485,5
282,2.43,4.72,0,358.299,362.863,156.543,4
282,2.461,4.589,0,358.195,358.897,156.36,4
283,2.733,4.389,0,357.374,383.094,156.884,3
283,2.685,4.369,0,354.74,388.558,159.464,3
284,2.215,4.444,0,352.733,377.519,166.872,1
284,2.18,4.725,0,354.651,387.647,163.755,1
285,2.335,4.727,0,358.581,335.292,155.826,4
285,2.024,4.814,0,360.187,313.846,159.458,4
286,2.713,4.386,0,356.55,348.492,166.149,3
286,2.668,4.479,0,355.504,335.567,155.101,3
287,2.344,4.38,0,351.827,326.586,163.89,3
287,2.43,4.459,0,354.734,342.236,159.412,3
288,2.427,4.569,0,356.665,331.034,159.209,2
288,2.584,4.631,0,358.99,370.105,168.466,2
289,2.235,4.739,0,358.384,327.732,160.424,3
289,2.643,4.615,0,356.07,370.027,157.581,3
290,2.536,4.708,0,357.01,345.387,167.02,6
290,2.639,4.703,0,360.463,341.002,159.528,6
291,2.419,4.629,0,359.525,356.805,161.37,5
291,2.513,4.65,0,358.724,317.061,162.753,5
292,2.301,4.826,0,365.215,342.65,165.229,3
292,2.094,4.74,0,357.414,323.8,162.148,3
293,2.117,4.873,0,358.727,331.293,165.717,3
293,2.033,4.773,0,356.348,298.749,160.254,3
294,2.378,4.697,0,352.376,253.895,157.749,3
294,2.379,4.735,0,357.603,324.18,154.72,3
295,1.889,4.622,0,356.935,245.2,153.482,4
295,2.101,4.687,0,360.079,327.257,166.3,4
296,1.467,4.83,0,356.33,315.518,162.052,3
296,2.061,4.921,0,355.305,291.156,168.979,3
297,2.17,4.785,0,356.232,290.474,160.364,9
297,2.243,4.734,0,355.278,290.479,156.485,9
298,2.056,4.817,0,359.194,312.302,166.092,4
298,1.587,4.789,0,355.933,331.453,159.634,4
299,1.937,4.842,0,361.528,366.372,163.995,4
299,1.939,4.737,0,353.472,308.418,166.942,4
300,2.055,4.785,0,361.516,332.27,165.488,3
300,1.99,4.746,0,356.092,328.441,154.622,3
301,2.117,4.697,0,355.783,318.07,156.151,2
301,2.109,4.789,0,359.132,372.447,160.492,2
302,2.156,4.595,0,357.773,369.781,155.594,2
302,2.101,4.678,0,355.722,372.344,162.8,2
303,2.118,4.658,0,357.358,364.807,152.054,2
303,2.18,4.834,0,361.041,343.895,159.005,2
304,2.154,4.66,0,359.231,344.537,161.793,3
304,2.034,4.81,0,358.01,326.891,164.929,3
305,1.692,4.413,0,351.484,285.438,154.513,4
305,1.282,4.637,0,356.311,283.651,154.147,4
306,2.064,4.819,0,358.151,326.073,161.663,5
306,2.252,4.725,0,360.315,417.869,157.746,5
307,1.877,4.626,0,354.978,299.094,149.788,4
307,2.038,4.768,0,359.66,276.13,160.58,4
308,2.312,4.469,0,350.186,285.583,147.824,6
308,2.38,4.625,0,353.967,289.478,152.405,6
309,2.293,4.697,0,358.145,301.088,155.507,4
309,2.178,4.854,0,359.539,320.607,154.978,4
310,2.121,4.723,0,357.001,275.675,159.134,4
310,2.075,4.819,0,357.053,293.736,161.709,4
311,2.018,4.722,0,359.307,295.552,162.852,5
311,2.134,4.702,0,358.544,324.364,161.441,5
312,1.332,4.812,0,357.23,290.463,156.266,4
312,2.09,4.718,0,357.348,293.357,159.817,4
313,1.943,4.709,0,354.206,280.168,151.622,5
313,2.189,4.551,0,351.797,298.796,145.155,5
314,2.034,4.751,0,357.33,326.938,163.016,3
314,2.279,4.681,0,357.94,371.099,163.26,3
315,2.612,4.645,0,360.509,380.848,162.896,2
315,1.823,4.593,0,352.392,367.641,151.621,2
316,2.749,4.445,0,357.433,389.586,160.829,1
316,1.334,4.874,0,356.701,441.744,164.648,1
317,2.038,4.507,0,355.616,449.57,162.756,4
317,2.507,4.528,0,358.033,409.902,160.442,4
318,2.147,4.73,0,358.237,492.895,159.22,1
318,2.013,4.813,0,361.327,392.188,165.153,1
319,2.32,4.704,0,355.186,311.543,154.203,5
319,1.27,4.749,0,358.914,358.67,168.981,5
320,2.149,4.596,0,353.946,465.309,165.336,5
320,2.175,4.723,0,357.143,360.534,163.054,5
321,2.283,4.821,0,359.909,394.756,159.324,1
321,2.532,4.74,0,361.61,413.74,162.304,1
322,2.552,4.502,0,355.214,347.848,161.613,4
322,2.543,4.665,0,359.59,343.493,162.077,4
323,2.434,4.716,0,354.58,313.817,158.747,3
323,2.636,4.689,0,360.287,396.851,169.003,3
324,2.509,4.577,0,359.298,311.746,162.881,6
324,2.724,4.372,0,355.35,346.834,159.014,6
325,2.218,4.706,0,357.82,385.924,161.443,5
325,2.531,4.7,0,361.005,292.442,164.432,5
326,2.314,4.466,0,357.073,253.365,156.747,9
326,2.778,4.369,0,355.631,317.603,157.833,9
327,2.375,4.571,0,358.047,239.83,160.492,8
327,2.399,4.65,0,358.356,233.282,161.438,8
328,2.578,4.422,0,353.612,256.751,148.863,9
328,2.719,4.626,0,356.539,261.512,160.278,9
329,2.546,4.597,0,358.314,309.289,164.272,6
329,2.469,4.389,0,352.16,264.209,153.611,6
330,2.579,4.443,0,356.507,239.969,150.867,11
330,2.429,4.62,0,361.416,266.972,160.835,11
331,2.676,4.414,0,355.801,256.288,159.845,4
331,2.568,4.476,0,354.69,255.688,158.873,4
332,2.721,4.448,0,356.655,278.12,163.305,11
332,2.453,4.639,0,357.437,244.241,151.914,11
333,2.668,4.349,0,351.28,246.838,164.9,7
333,2.47,4.618,0,356.226,246.76,153.19,7
334,2.754,4.409,0,357.18,269.099,155.762,6
334,2.415,4.554,0,356.534,254.775,159.55,6
335,2.738,4.439,0,357.347,274.261,159.497,8
335,2.606,4.485,0,354.252,263.442,153.634,8
336,2.619,4.537,0,356.511,205.838,162.088,11
336,2.672,4.479,0,357.022,286.136,163.031,11
337,2.507,4.495,0,358.008,258.984,151.246,8
337,2.318,4.523,0,356.274,266.049,159.277,8
338,2.595,4.525,0,355.85,283.118,155.119,10
338,1.737,4.441,0,355.218,287.996,158.371,10
339,1.737,4.454,0,351.15,255.107,161.068,9
339,1.855,4.395,0,353.354,309.644,153.411,9
340,1.754,4.373,0,353.858,292.778,151.955,6
340,1.799,4.475,0,354.765,267.532,152.603,6
341,1.666,4.528,0,355.154,314.704,157.264,6
341,2.279,4.646,0,359.456,351.042,160.531,6
342,2.545,4.615,0,357.07,321.068,165.601,8
342,2.094,4.888,0,360.028,351.653,165.103,8
343,1.37,4.745,0,354.779,344.818,161.794,8
343,2.034,4.694,0,356.924,326.642,162.551,8
344,2.014,4.892,0,361.127,352.893,161.631,8
344,1.973,4.892,0,360.494,350.44,161.929,8
345,2.055,4.907,0,361.351,361.279,167.55,3
345,2.054,4.848,0,361.281,374.616,161.291,3
346,2.003,4.907,0,360.27,354.024,167.351,1
346,2.316,4.705,0,361.63,322.87,157.727,1
347,2.358,4.802,0,360.64,319.003,161.566,6
347,2.433,4.792,0,363.605,318.51,163.445,6
348,2.687,4.572,0,355.568,304.097,157.364,6
348,2.204,4.775,0,360.758,346.237,157.654,6
349,2.276,4.558,0,355.827,313.342,167.023,7
349,2.034,4.797,0,357.009,366.216,155.784,7
350,1.874,4.951,0,358.504,398.166,162.304,5
350,2.14,4.932,0,364.558,348.969,165.431,5
351,1.278,4.793,0,355.044,330.645,162.81,6
351,1.412,4.607,0,354.6,341.998,160.363,6
352,2.065,4.874,0,358.61,333.448,170.536,3
352,2.094,4.788,0,360.705,344.078,159.508,3
353,2.003,4.753,0,360.08,325.41,162.811,4
353,2.227,4.617,0,359.215,340.503,163.251,4
354,2.038,4.774,0,359.545,330.151,166.274,6
354,2.064,4.857,0,361.0,334.046,163.07,6
355,2.003,4.847,0,359.56,301.57,159.66,6
355,1.289,4.891,0,359.745,303.66,166.606,6
356,2.052,4.797,0,360.828,319.162,167.85,3
356,2.076,4.836,0,358.726,308.115,165.684,3
357,2.034,4.808,0,357.137,307.439,165.403,3
357,1.963,4.753,0,357.867,302.741,161.426,3
358,2.068,4.917,0,362.208,330.433,167.533,3
358,2.01,4.878,0,361.442,305.717,167.273,3
359,0.701,4.724,0,357.206,330.371,158.582,3
359,2.073,4.709,0,357.096,313.314,163.613,3
360,2.072,4.794,0,358.955,321.791,164.082,2
360,2.056,4.872,0,360.444,298.51,162.985,2
361,2.018,4.673,0,356.432,327.304,158.123,3
361,2.048,4.86,0,360.86,308.928,160.707,3
362,2.096,4.713,0,358.389,309.554,171.672,5
362,2.1,4.733,0,358.749,294.244,162.761,5
363,2.14,4.694,0,357.164,319.208,159.521,3
363,1.989,4.767,0,359.299,356.135,161.104,3
364,2.122,4.717,0,356.505,310.456,158.194,1
364,2.072,4.728,0,357.547,321.389,161.402,1
365,2.073,4.599,0,355.706,349.527,161.27,3
365,2.163,4.703,0,357.048,335.525,158.476,3
366,2.154,4.808,0,359.784,347.116,154.814,2
366,2.125,4.805,0,358.43,356.13,163.105,2
367,2.096,4.88,0,359.943,346.537,163.995,4
367,2.261,4.63,0,358.332,289.318,152.383,4
368,2.248,4.649,0,354.467,315.817,158.485,9
368,2.4,4.7,0,360.335,316.297,159.882,9
369,2.437,4.82,0,361.004,341.244,152.137,6
369,1.99,4.78,0,357.433,364.797,169.888,6
370,2.027,4.784,0,359.247,344.572,167.415,4
370,0.88,4.818,0,359.408,402.031,165.628,4
371,2.038,4.731,0,358.917,350.2,163.439,7
371,2.443,4.41,0,354.075,331.139,160.468,7
372,2.466,4.607,0,359.42,333.06,160.89,4
372,2.482,4.592,0,359.727,332.641,162.31,4
373,2.503,4.575,0,356.916,322.879,165.092,7
373,2.332,4.385,0,351.582,322.485,157.731,7
374,2.198,4.901,0,362.602,361.861,156.625,7
374,1.93,4.856,0,360.101,349.012,158.083,7
375,2.451,4.492,0,358.343,331.705,162.448,3
375,1.994,4.644,0,357.956,321.825,160.098,3
376,2.274,4.559,0,356.149,327.102,158.882,3
376,2.662,4.559,0,356.551,357.653,166.337,3
377,2.168,4.536,0,354.383,344.26,160.093,4
377,2.317,4.658,0,357.776,355.513,157.967,4
378,2.554,4.382,0,354.72,341.431,164.879,4
378,2.505,4.463,0,350.789,368.674,146.363,4
379,2.417,4.696,0,358.623,352.175,156.529,5
379,2.749,4.232,0,352.814,359.617,159.367,5
380,2.854,4.129,0,349.359,499.104,147.287,0
380,2.435,4.681,0,363.124,471.117,156.437,0
381,2.692,4.473,0,357.012,415.939,158.154,4
381,2.571,4.3,0,353.544,388.604,160.612,4
382,2.625,4.483,0,358.902,404.523,156.115,6
382,2.444,4.333,0,354.312,396.126,155.16,6
383,2.177,4.833,0,361.004,329.164,156.971,3
383,2.223,4.56,0,355.409,357.9,155.273,3
384,2.41,4.605,0,357.557,342.887,158.441,3
384,2.226,4.746,0,360.621,428.369,161.211,3
385,2.191,4.686,0,353.78,389.416,157.638,11
385,2.345,4.765,0,361.795,359.528,154.79,11
386,2.386,4.563,0,355.246,333.835,152.197,9
386,2.517,4.614,0,362.469,350.277,156.097,9
387,2.652,4.406,0,359.88,459.78,159.057,2
387,2.375,4.155,0,349.043,459.859,146.26,2
388,2.593,4.497,0,360.924,533.639,150.351,0
388,2.66,4.518,0,357.048,457.89,158.31,0
389,2.363,4.453,0,354.053,497.682,162.138,1
389,2.712,4.561,0,357.969,467.374,160.422,1
390,2.134,5.002,0,366.22,521.42,155.788,0
390,1.991,4.571,0,356.804,529.709,162.787,0
391,2.135,4.819,0,361.622,428.812,161.667,0
391,2.049,4.791,0,356.968,443.765,167.848,0
392,1.504,4.73,0,358.589,367.018,160.311,0
392,2.184,4.779,0,364.576,392.003,163.045,0
393,1.99,4.795,0,359.886,366.878,161.372,5
393,2.025,4.346,0,353.616,327.206,163.956,5
394,1.406,4.737,0,355.788,352.83,170.525,3
394,1.271,4.886,0,357.91,366.714,167.412,3
395,2.048,4.971,0,363.089,315.094,159.8,3
395,2.044,4.893,0,362.193,362.773,167.347,3
396,2.16,4.873,0,364.761,362.963,167.489,5
396,2.051,4.907,0,361.596,330.691,166.076,5
397,1.739,4.789,0,358.643,307.463,161.789,2
397,2.028,4.833,0,358.006,300.124,160.888,2
398,2.477,4.719,0,360.676,332.788,155.282,2
398,2.15,4.683,0,356.634,431.228,154.707,2
399,2.546,4.099,0,347.018,386.638,158.314,3
399,2.443,4.728,0,358.211,310.847,158.613,3
400,1.999,4.885,0,359.18,299.935,164.791,5
400,1.823,4.906,0,360.952,296.893,161.888,5
401,2.161,4.843,0,360.755,287.785,159.522,5
401,2.13,4.8,0,357.747,306.2,162.257,5
402,2.137,4.926,0,364.542,292.399,161.463,2
402,1.881,4.862,0,360.557,328.27,164.488,2
403,2.05,4.767,0,358.0,324.478,166.033,0
403,1.647,4.653,0,355.695,316.919,150.121,0
404,2.295,4.745,0,355.05,342.108,156.194,0
404,2.52,4.356,0,348.366,337.795,152.499,0
405,2.689,4.416,0,355.519,368.019,154.498,1
405,2.819,4.212,0,353.348,364.855,161.745,1
406,2.231,4.82,0,356.63,391.096,146.594,3
406,2.485,4.437,0,356.73,403.048,158.765,3
407,1.93,4.803,0,355.502,314.372,159.335,4
407,1.413,4.837,0,362.006,304.545,167.929,4
408,2.081,4.803,0,357.383,278.005,161.937,2
408,1.373,4.738,0,357.25,290.301,155.332,2
409,2.04,4.84,0,358.606,308.422,162.26,4
409,2.197,4.742,0,356.301,315.609,156.443,4
410,2.05,4.772,0,359.098,305.866,163.959,2
410,1.887,4.871,0,358.111,290.459,160.476,2
411,2.082,4.825,0,357.161,288.383,155.11,0
411,2.016,4.854,0,359.628,293.189,158.702,0
412,2.238,4.619,0,356.623,264.7,155.454,3
412,1.996,4.877,0,361.582,282.225,166.995,3
413,2.132,4.839,0,358.814,339.606,155.633,3
413,2.11,4.864,0,359.616,280.079,160.819,3
414,2.046,4.754,0,359.976,329.511,165.335,3
414,1.89,4.793,0,355.396,254.779,161.953,3
415,1.939,4.775,0,360.194,280.238,159.054,5
415,2.074,4.775,0,360.472,286.425,159.325,5
416,2.047,4.902,0,359.828,304.74,166.631,7
416,1.981,5.004,0,364.176,281.171,170.324,7
417,2.138,4.863,0,358.691,311.441,168.995,4
417,2.071,4.753,0,355.307,315.538,161.099,4
418,2.009,4.738,0,356.61,334.679,159.786,2
418,1.353,4.927,0,358.618,331.279,157.218,2
419,2.504,4.496,0,354.331,332.889,150.496,3
419,2.018,4.82,0,356.669,267.643,170.629,3
420,1.986,4.884,0,357.84,321.48,160.963,3
420,2.11,5.064,0,365.184,305.399,165.905,3
421,2.004,4.812,0,358.751,279.915,171.169,6
421,1.998,4.816,0,359.892,306.374,162.172,6
422,2.052,4.847,0,357.888,298.038,162.681,2
422,2.101,4.942,0,359.605,287.765,168.199,2
423,1.916,4.841,0,360.66,307.477,167.083,5
423,2.016,4.811,0,355.55,274.314,163.268,5
424,2.1,4.724,0,358.125,328.612,155.052,4
424,2.235,4.542,0,352.689,289.707,162.656,4
425,2.04,4.868,0,355.057,287.421,162.588,6
425,2.052,4.835,0,357.756,281.843,162.966,6
426,2.027,4.889,0,361.054,300.902,157.929,3
426,1.226,4.682,0,355.605,311.25,163.172,3
427,2.139,4.78,0,357.511,275.475,159.564,0
427,2.12,4.691,0,352.94,302.464,155.554,0
428,2.144,4.886,0,358.125,309.183,163.335,3
428,2.039,4.921,0,361.602,316.34,167.486,3
429,1.988,4.827,0,359.446,297.162,169.202,5
429,2.15,4.736,0,353.414,268.178,154.003,5
430,2.144,4.831,0,358.44,298.601,164.162,7
430,2.092,4.743,0,355.735,307.8,164.386,7
431,2.161,4.811,0,360.095,300.474,156.786,3
431,2.07,4.718,0,360.922,317.09,160.385,3
432,2.115,4.719,0,357.627,298.019,161.161,3
432,2.168,4.67,0,355.219,300.838,156.203,3
433,2.103,4.761,0,363.18,311.388,160.931,1
433,2.102,4.853,0,358.272,306.739,163.537,1
434,2.133,4.675,0,357.516,264.693,162.327,7
434,2.163,4.778,0,359.26,340.223,155.54,7
435,2.104,4.827,0,358.756,353.737,161.518,2
435,1.472,4.727,0,355.751,361.045,156.164,2
436,2.038,4.68,0,359.458,365.73,162.016,1
436,2.138,4.949,0,360.279,362.45,164.731,1
437,1.991,4.861,0,359.877,297.277,166.833,4
437,2.032,4.798,0,358.114,318.329,159.454,4
438,2.072,4.852,0,361.163,318.738,166.792,3
438,1.903,4.875,0,358.713,317.431,161.964,3
439,2.147,4.835,0,360.272,367.688,164.501,5
439,2.149,4.768,0,360.85,363.653,157.436,5
440,2.08,4.911,0,360.712,284.919,162.28,3
440,2.053,4.873,0,357.602,380.24,161.552,3
441,2.01,4.849,0,359.168,297.24,160.621,4
441,1.559,4.881,0,356.761,312.126,164.889,4
442,2.017,4.86,0,360.246,396.997,164.999,4
442,1.716,4.74,0,359.168,345.519,153.842,4
443,2.412,4.599,0,356.382,336.084,156.344,4
443,1.165,4.759,0,356.732,330.31,160.344,4
444,1.718,4.666,0,355.67,336.671,161.858,4
444,2.209,4.6,0,354.832,353.9,159.057,4
445,1.816,4.64,0,355.742,295.387,156.634,2
445,2.189,4.614,0,359.773,342.812,158.6,2
446,1.394,4.843,0,359.256,319.873,160.858,5
446,1.006,4.799,0,356.726,356.765,165.211,5
447,2.317,4.812,0,358.901,389.826,155.546,2
447,2.16,4.861,0,360.665,297.162,160.935,2
448,2.711,4.38,0,354.867,302.932,150.924,4
448,2.828,4.449,0,362.82,323.486,164.361,4
449,2.828,4.372,0,355.259,325.263,158.554,4
449,2.698,4.435,0,354.699,314.025,149.001,4
450,2.599,4.384,0,354.241,331.873,157.65,4
450,1.689,4.756,0,356.058,308.914,156.341,4
451,1.666,4.597,0,350.526,312.021,151.519,1
451,2.412,4.578,0,357.244,361.886,157.513,1
452,2.413,4.622,0,352.617,340.319,151.17,3
452,2.139,4.664,0,358.029,374.153,165.986,3
453,1.637,4.692,0,359.055,339.14,154.572,4
453,2.121,4.718,0,355.343,384.314,162.316,4
454,2.112,4.872,0,361.347,378.607,161.331,6
454,2.424,4.38,0,354.336,398.382,153.237,6
455,2.149,4.641,0,358.293,382.502,158.766,4
455,2.708,4.531,0,358.692,395.188,156.013,4
456,2.748,4.343,0,353.455,377.931,146.143,0
456,2.816,4.417,0,360.905,449.443,162.503,0
457,2.717,4.614,0,357.122,498.545,158.992,3
457,2.423,4.589,0,360.639,418.665,160.762,3
458,2.565,4.547,0,357.543,417.926,151.687,1
458,2.161,4.614,0,353.12,382.621,157.21,1
459,1.543,4.744,0,355.97,400.352,158.046,2
459,2.382,4.728,0,355.709,373.218,151.345,2
460,2.16,4.687,0,355.273,378.475,152.369,2
460,1.513,4.76,0,357.994,414.579,162.82,2
461,2.665,4.567,0,360.0,391.953,155.063,1
461,2.699,4.354,0,354.536,369.016,168.469,1
462,2.086,4.87,0,360.566,390.921,155.813,2
462,2.348,4.403,0,355.398,388.354,154.632,2
463,2.353,4.484,0,358.645,388.687,157.922,2
463,2.578,4.561,0,354.616,393.338,145.697,2
464,2.495,4.585,0,357.962,390.299,158.697,4
464,2.612,4.721,0,363.825,389.998,163.871,4
465,2.551,4.487,0,359.474,377.206,162.098,3
465,2.421,4.512,0,357.613,408.908,153.067,3
466,2.741,4.497,0,357.12,395.448,155.897,2
466,2.522,4.557,0,358.97,372.392,148.263,2
467,2.657,4.617,0,361.646,352.051,162.078,5
467,2.555,4.618,0,358.837,368.041,153.165,5
468,2.513,4.544,0,355.522,338.774,159.361,2
468,2.506,4.553,0,359.422,486.929,159.703,2
469,1.925,4.65,0,358.227,407.566,157.894,1
469,2.657,4.476,0,357.047,397.782,153.995,1
470,2.561,4.395,0,356.35,381.414,153.962,4
470,2.498,4.39,0,353.904,380.781,157.339,4
471,2.694,4.459,0,359.733,381.786,154.471,4
471,2.313,4.481,0,355.41,384.951,155.975,4
472,2.795,4.401,0,357.627,363.613,159.153,2
472,2.361,4.746,0,358.423,353.296,161.234,2
473,2.726,4.472,0,358.267,474.39,162.709,2
473,2.519,4.556,0,359.504,455.923,149.928,2
474,2.422,4.603,0,355.074,451.945,149.955,3
474,2.362,4.63,0,357.566,359.687,155.67,3
475,2.633,4.448,0,354.578,369.356,153.925,2
475,2.199,4.738,0,357.524,392.937,153.336,2
476,2.654,4.401,0,354.57,395.622,158.509,5
476,2.266,4.587,0,356.83,400.102,155.394,5
477,2.554,4.381,0,350.994,406.139,152.875,0
477,2.664,4.434,0,357.534,396.768,163.682,0
478,2.549,4.645,0,361.576,421.225,162.531,1
478,2.359,4.665,0,353.682,409.51,153.163,1
479,2.406,4.683,0,358.727,397.398,153.984,0
479,2.08,4.702,0,356.186,387.795,158.278,0
480,2.01,4.75,0,356.224,384.819,169.119,0
480,2.098,4.655,0,349.687,366.16,157.967,0
481,2.032,4.701,0,354.889,362.508,158.762,2
481,2.164,4.722,0,358.386,381.059,162.915,2
482,2.001,4.622,0,352.201,375.334,169.957,4
482,2.085,4.671,0,358.893,402.755,167.221,4
483,2.115,4.824,0,360.721,412.84,163.182,0
483,1.957,4.789,0,356.862,374.519,168.332,0
484,2.564,4.568,0,359.739,378.53,157.893,2
484,2.064,4.945,0,361.405,380.774,162.104,2
485,2.062,4.731,0,356.512,392.296,162.524,1
485,2.093,4.649,0,354.119,397.413,161.042,1
486,2.367,4.517,0,351.022,372.252,151.571,3
486,2.452,4.669,0,359.132,376.258,161.778,3
487,2.166,4.71,0,357.234,390.25,162.307,0
487,2.103,4.672,0,356.506,385.778,159.902,0
488,2.142,4.755,0,359.781,391.8,164.876,2
488,2.043,4.721,0,359.056,366.247,164.031,2
489,1.83,4.712,0,355.727,361.904,168.817,0
489,2.527,4.319,0,350.076,357.207,152.972,0
490,2.063,4.657,0,353.086,339.817,156.716,1
490,2.151,4.713,0,358.435,393.248,155.947,1
491,2.155,4.772,0,357.961,369.137,158.918,1
491,1.608,4.847,0,359.635,382.098,157.911,1
492,2.525,4.437,0,354.518,354.958,158.014,2
492,2.71,4.547,0,358.495,398.617,156.094,2
493,2.08,4.827,0,358.746,377.166,163.852,2
493,2.666,4.628,0,362.785,361.657,163.954,2
494,2.458,4.627,0,359.641,330.829,148.626,5
494,1.179,4.701,0,355.841,382.504,154.078,5
495,1.339,4.654,0,356.461,375.508,158.75,2
495,2.204,4.614,0,358.533,395.601,160.613,2
496,2.398,4.519,0,360.588,368.602,154.055,3
496,2.637,4.49,0,358.46,363.325,145.616,3
497,2.415,4.777,0,362.812,369.361,148.862,4
497,2.809,4.387,0,356.724,354.027,140.922,4
498,2.717,4.424,0,356.173,360.212,157.635,4
498,2.453,4.737,0,360.428,353.506,159.711,4
499,2.45,4.57,0,358.231,373.278,158.491,3
499,2.285,4.551,0,356.581,366.601,153.142,3
500,2.449,4.441,0,357.721,361.909,157.634,3
500,2.609,4.626,0,357.253,361.258,160.261,3
501,2.025,4.583,0,357.844,378.011,155.601,0
